Thermal comfort,Age,Sex,Thermal preference,Thermal sensation,Air temperature (C)
4.0,60.0,1.0,1.0,0.0,19.4
3.0,60.0,1.0,2.0,-1.0,15.6
4.0,15.0,0.0,1.0,2.0,21.7
4.0,60.0,1.0,1.0,0.0,18.1
4.0,15.0,0.0,1.0,0.0,21.0
3.0,21.0,1.0,0.0,-0.3,19.5
3.0,50.0,0.0,2.0,0.0,20.8
3.0,40.0,0.0,2.0,-1.0,18.9
3.0,50.0,1.0,1.0,1.0,21.2
4.0,8.0,1.0,1.0,1.0,20.8
4.0,50.0,1.0,1.0,0.0,18.9
3.0,50.0,0.0,0.0,2.3,18.0
4.0,30.0,0.0,1.0,0.0,18.9
4.0,30.0,0.0,1.0,1.0,16.7
3.0,60.0,1.0,2.0,0.0,15.6
4.0,60.0,0.0,1.0,0.0,18.1
4.0,7.0,1.0,2.0,0.0,23.5
3.0,40.0,1.0,2.0,-1.0,23.5
4.0,40.0,0.0,1.0,0.0,20.0
4.0,70.0,1.0,1.0,0.0,19.7
3.0,21.0,1.0,2.0,0.0,17.7
3.0,40.0,0.0,2.0,-1.0,16.7
4.0,21.0,0.0,0.0,1.0,17.8
3.0,60.0,0.0,0.0,2.0,20.3
3.0,8.0,1.0,1.0,0.0,17.0
4.0,50.0,1.0,1.0,0.0,17.2
4.0,50.0,1.0,2.0,-0.3,19.4
3.0,7.0,1.0,2.0,1.0,23.5
4.0,30.0,1.0,2.0,0.3,16.9
3.0,40.0,1.0,2.0,-1.0,23.5
4.0,60.0,1.0,1.0,0.0,18.7
4.0,50.0,1.0,1.0,0.0,23.4
4.0,30.0,0.0,1.0,0.7,16.8
3.0,60.0,1.0,2.0,0.0,16.7
4.0,15.0,0.0,2.0,0.0,20.6
1.0,8.0,1.0,1.0,0.0,17.8
4.0,50.0,1.0,1.0,0.0,17.9
4.0,40.0,0.0,1.0,-1.0,17.6
4.0,50.0,0.0,1.0,2.7,19.0
4.0,16.0,0.0,1.0,0.0,18.5
4.0,14.0,0.0,1.0,0.0,17.8
4.0,30.0,0.0,1.0,0.0,20.5
4.0,50.0,0.0,1.0,0.7,21.7
4.0,60.0,1.0,1.0,1.0,20.0
4.0,40.0,0.0,1.0,0.3,18.4
4.0,8.0,1.0,1.0,0.7,18.4
4.0,60.0,0.0,1.0,-1.0,18.0
4.0,8.0,1.0,1.0,1.0,21.9
4.0,40.0,0.0,1.0,0.0,21.9
4.0,60.0,1.0,1.0,0.0,19.1
4.0,70.0,1.0,1.0,1.0,21.8
4.0,60.0,0.0,2.0,0.0,21.8
4.0,60.0,1.0,1.0,-0.3,18.6
4.0,40.0,0.0,1.0,0.0,23.0
3.0,40.0,1.0,2.0,-1.0,21.0
4.0,40.0,0.0,1.0,0.3,17.5
4.0,60.0,1.0,1.0,1.0,17.2
4.0,50.0,0.0,2.0,0.0,21.2
4.0,15.0,0.0,1.0,0.0,20.0
3.0,50.0,1.0,2.0,0.7,20.9
4.0,40.0,0.0,1.0,-0.7,17.4
4.0,8.0,1.0,1.0,-1.0,17.5
4.0,50.0,1.0,1.0,0.0,17.6
3.0,21.0,1.0,2.0,-1.3,16.1
4.0,21.0,0.0,2.0,0.0,16.1
3.0,60.0,1.0,0.0,1.0,18.0
4.0,30.0,1.0,1.0,1.0,20.4
4.0,60.0,1.0,1.0,0.0,19.4
4.0,70.0,0.0,1.0,1.0,22.2
1.0,76.0,0.0,1.0,3.0,35.0
4.0,68.0,1.0,0.0,2.0,35.0
5.0,23.0,1.0,1.0,-2.0,34.0
4.0,38.0,0.0,0.0,2.0,36.0
4.0,68.0,0.0,0.0,1.0,35.0
4.0,53.0,1.0,0.0,2.0,35.0
5.0,53.0,1.0,0.0,2.0,38.0
5.0,53.0,1.0,0.0,1.0,36.0
3.0,68.0,1.0,1.0,3.0,35.0
3.0,68.0,1.0,1.0,3.0,33.0
3.0,38.0,1.0,1.0,-2.0,35.0
5.0,38.0,1.0,1.0,1.0,36.0
3.0,53.0,0.0,0.0,2.0,35.0
3.0,53.0,1.0,1.0,0.0,32.0
5.0,53.0,1.0,0.0,3.0,33.0
6.0,68.0,1.0,0.0,3.0,33.0
6.0,53.0,0.0,0.0,3.0,32.0
3.0,23.0,0.0,1.0,0.0,35.0
5.0,53.0,0.0,0.0,2.0,36.0
3.0,53.0,1.0,1.0,0.0,32.0
5.0,38.0,0.0,0.0,3.0,32.0
5.0,38.0,0.0,0.0,1.0,35.0
3.0,38.0,0.0,1.0,0.0,35.0
5.0,23.0,1.0,0.0,2.0,35.0
6.0,38.0,0.0,0.0,3.0,30.0
6.0,38.0,0.0,2.0,3.0,32.0
6.0,38.0,0.0,0.0,3.0,33.0
5.0,38.0,0.0,0.0,3.0,33.0
5.0,38.0,1.0,0.0,2.0,32.0
6.0,38.0,0.0,0.0,3.0,33.0
6.0,23.0,1.0,0.0,3.0,30.0
5.0,38.0,0.0,0.0,3.0,32.0
6.0,38.0,1.0,0.0,3.0,34.0
6.0,53.0,0.0,0.0,3.0,30.0
6.0,53.0,1.0,0.0,3.0,42.0
6.0,38.0,0.0,0.0,3.0,29.0
6.0,38.0,1.0,0.0,3.0,36.0
5.0,38.0,1.0,0.0,3.0,35.0
6.0,38.0,1.0,0.0,3.0,41.0
6.0,38.0,1.0,0.0,3.0,40.0
3.0,53.0,1.0,0.0,0.0,30.0
5.0,53.0,1.0,0.0,3.0,37.0
5.0,53.0,1.0,0.0,3.0,37.0
5.0,53.0,0.0,0.0,3.0,40.0
4.0,68.0,1.0,1.0,1.0,41.0
5.0,53.0,1.0,0.0,2.0,47.0
6.0,53.0,1.0,0.0,3.0,37.0
5.0,53.0,1.0,0.0,3.0,37.0
5.0,53.0,1.0,0.0,3.0,40.0
5.0,53.0,1.0,0.0,3.0,39.0
1.0,53.0,1.0,0.0,1.0,39.0
1.0,68.0,1.0,0.0,0.0,37.0
5.0,68.0,1.0,0.0,2.0,40.0
3.0,38.0,0.0,0.0,0.0,40.0
4.0,68.0,1.0,0.0,1.0,40.0
4.0,38.0,1.0,0.0,2.0,37.0
5.0,53.0,1.0,0.0,0.0,46.0
3.0,53.0,1.0,0.0,0.0,47.0
4.0,38.0,0.0,0.0,3.0,37.0
5.0,23.0,0.0,0.0,3.0,39.0
5.0,38.0,0.0,2.0,3.0,38.0
5.0,23.0,0.0,0.0,3.0,39.0
5.0,23.0,1.0,0.0,3.0,37.0
4.0,23.0,0.0,0.0,3.0,38.0
5.0,23.0,0.0,0.0,2.0,39.0
6.0,23.0,0.0,0.0,3.0,36.0
6.0,38.0,1.0,0.0,3.0,33.0
6.0,52.0,1.0,0.0,3.0,36.0
6.0,23.0,1.0,0.0,3.0,35.0
6.0,38.0,1.0,0.0,3.0,34.0
6.0,23.0,1.0,0.0,3.0,35.0
6.0,23.0,1.0,0.0,3.0,34.0
6.0,23.0,1.0,0.0,3.0,35.0
6.0,23.0,1.0,0.0,3.0,36.0
6.0,23.0,1.0,0.0,3.0,35.0
6.0,23.0,0.0,0.0,3.0,34.0
6.0,38.0,0.0,0.0,3.0,35.0
6.0,38.0,1.0,0.0,3.0,36.0
6.0,38.0,1.0,0.0,3.0,36.0
5.0,38.0,1.0,0.0,3.0,30.0
5.0,38.0,1.0,0.0,3.0,30.0
6.0,38.0,1.0,0.0,3.0,30.0
6.0,52.0,1.0,0.0,3.0,30.0
5.0,52.0,1.0,0.0,3.0,29.0
5.0,52.0,1.0,0.0,3.0,28.0
5.0,52.0,1.0,0.0,3.0,30.0
5.0,38.0,1.0,0.0,3.0,30.0
5.0,38.0,1.0,0.0,3.0,30.0
6.0,38.0,1.0,0.0,3.0,31.0
5.0,38.0,1.0,0.0,3.0,30.0
6.0,52.0,1.0,0.0,3.0,30.0
6.0,52.0,1.0,0.0,3.0,31.0
5.0,23.0,1.0,0.0,3.0,30.0
5.0,38.0,1.0,0.0,3.0,30.0
6.0,38.0,0.0,0.0,3.0,31.0
5.0,80.0,0.0,1.0,1.0,23.8
5.0,90.0,0.0,2.0,-1.0,24.5
3.0,55.0,0.0,0.0,1.0,27.0
5.0,55.0,0.0,0.0,1.0,27.2
3.0,55.0,0.0,0.0,1.0,27.2
3.0,45.0,0.0,0.0,1.0,26.0
5.0,90.0,0.0,1.0,0.0,25.5
3.0,55.0,1.0,0.0,2.0,27.1
3.0,55.0,0.0,0.0,1.0,23.4
1.0,55.0,0.0,0.0,3.0,27.6
2.0,80.0,1.0,0.0,2.0,27.2
5.0,90.0,1.0,1.0,0.0,25.0
5.0,55.0,0.0,0.0,0.0,24.9
5.0,90.0,0.0,1.0,0.0,25.1
5.0,70.0,0.0,1.0,0.0,25.0
3.0,80.0,0.0,0.0,2.0,27.0
5.0,90.0,1.0,1.0,0.0,27.0
5.0,80.0,1.0,1.0,0.0,27.4
3.0,45.0,0.0,0.0,1.0,26.3
2.0,55.0,0.0,0.0,2.0,26.8
2.0,55.0,0.0,0.0,3.0,26.9
5.0,70.0,0.0,1.0,0.0,23.6
5.0,80.0,0.0,1.0,0.0,23.6
5.0,90.0,0.0,1.0,0.0,23.6
5.0,80.0,1.0,0.0,0.0,23.7
2.0,55.0,0.0,2.0,-2.0,24.5
5.0,80.0,1.0,1.0,0.0,21.7
3.0,55.0,0.0,2.0,-1.0,20.3
5.0,34.0,0.0,1.0,0.0,20.4
5.0,55.0,0.0,1.0,-1.0,20.6
5.0,80.0,1.0,0.0,1.0,25.6
5.0,70.0,0.0,1.0,0.0,25.7
5.0,80.0,1.0,1.0,0.0,25.8
5.0,55.0,1.0,0.0,1.0,25.2
3.0,34.0,0.0,0.0,2.0,26.7
5.0,70.0,0.0,0.0,0.0,28.8
5.0,55.0,0.0,0.0,1.0,27.4
2.0,25.0,0.0,0.0,3.0,27.9
5.0,90.0,0.0,1.0,0.0,26.9
5.0,70.0,1.0,0.0,1.0,27.1
3.0,90.0,1.0,0.0,1.0,27.8
5.0,95.0,0.0,1.0,0.0,27.1
5.0,80.0,0.0,1.0,0.0,28.1
5.0,80.0,0.0,1.0,0.0,26.7
3.0,55.0,1.0,0.0,2.0,27.8
3.0,55.0,0.0,0.0,2.0,27.3
1.0,55.0,0.0,0.0,3.0,27.3
1.0,55.0,0.0,0.0,3.0,27.2
2.0,90.0,1.0,0.0,2.0,27.3
2.0,25.0,0.0,0.0,2.0,27.3
5.0,80.0,0.0,1.0,0.0,27.4
2.0,55.0,0.0,0.0,3.0,27.7
1.0,80.0,0.0,0.0,3.0,27.7
5.0,70.0,1.0,0.0,1.0,26.8
5.0,70.0,1.0,0.0,1.0,27.4
5.0,80.0,0.0,1.0,0.0,29.7
5.0,70.0,0.0,0.0,0.0,29.7
5.0,90.0,1.0,1.0,0.0,29.7
5.0,80.0,1.0,1.0,0.0,25.6
3.0,25.0,1.0,0.0,1.0,25.7
3.0,35.0,0.0,0.0,2.0,26.1
5.0,70.0,1.0,1.0,0.0,30.0
3.0,70.0,1.0,1.0,2.0,30.2
2.0,70.0,1.0,0.0,3.0,34.2
3.0,55.0,1.0,0.0,2.0,30.2
5.0,55.0,0.0,1.0,0.0,26.5
2.0,80.0,1.0,0.0,2.0,31.0
5.0,90.0,0.0,1.0,0.0,26.8
5.0,35.0,0.0,1.0,0.0,26.2
5.0,90.0,0.0,1.0,0.0,26.4
3.0,55.0,0.0,0.0,2.0,26.1
5.0,70.0,1.0,1.0,0.0,26.3
2.0,55.0,0.0,0.0,1.0,25.4
3.0,55.0,0.0,0.0,2.0,23.8
5.0,55.0,1.0,1.0,0.0,25.2
5.0,70.0,0.0,0.0,1.0,27.6
5.0,80.0,0.0,0.0,0.0,22.9
5.0,80.0,0.0,0.0,0.0,24.7
5.0,90.0,0.0,2.0,0.0,23.5
3.0,55.0,0.0,0.0,1.0,23.4
5.0,90.0,0.0,1.0,0.0,24.6
3.0,25.0,0.0,0.0,1.0,23.2
5.0,90.0,0.0,1.0,0.0,24.6
5.0,90.0,0.0,1.0,0.0,24.6
5.0,70.0,0.0,0.0,0.0,24.6
5.0,95.0,0.0,0.0,1.0,25.2
5.0,90.0,0.0,1.0,0.0,22.6
5.0,90.0,0.0,1.0,0.0,22.6
5.0,80.0,0.0,1.0,0.0,22.7
5.0,80.0,0.0,1.0,0.0,22.7
5.0,55.0,0.0,0.0,0.0,22.8
5.0,80.0,1.0,1.0,0.0,26.4
5.0,55.0,1.0,1.0,0.0,22.5
5.0,55.0,0.0,1.0,0.0,22.6
3.0,80.0,0.0,2.0,-1.0,22.6
5.0,90.0,0.0,1.0,1.0,23.5
5.0,90.0,0.0,0.0,0.0,25.8
5.0,90.0,0.0,1.0,0.0,24.9
5.0,80.0,0.0,0.0,0.0,22.2
3.0,95.0,1.0,0.0,1.0,25.5
5.0,70.0,1.0,1.0,0.0,24.5
5.0,90.0,0.0,1.0,0.0,26.5
3.0,80.0,0.0,0.0,3.0,26.5
2.0,90.0,0.0,0.0,3.0,27.1
5.0,35.0,0.0,1.0,0.0,22.7
5.0,90.0,0.0,1.0,0.0,21.2
5.0,90.0,1.0,1.0,0.0,22.9
5.0,80.0,1.0,2.0,0.0,23.1
3.0,55.0,1.0,0.0,2.0,23.1
5.0,80.0,0.0,2.0,0.0,23.1
5.0,55.0,0.0,0.0,1.0,23.1
3.0,35.0,0.0,0.0,1.0,23.1
5.0,80.0,0.0,1.0,0.0,23.9
5.0,70.0,1.0,1.0,0.0,24.0
5.0,80.0,1.0,1.0,0.0,23.9
5.0,80.0,1.0,1.0,0.0,23.8
5.0,90.0,0.0,1.0,0.0,23.8
5.0,80.0,1.0,1.0,0.0,23.2
3.0,80.0,0.0,0.0,1.0,23.9
5.0,80.0,0.0,1.0,0.0,24.6
5.0,70.0,0.0,1.0,0.0,24.8
5.0,90.0,0.0,1.0,0.0,24.8
5.0,80.0,0.0,0.0,0.0,24.8
3.0,55.0,0.0,0.0,2.0,24.9
5.0,55.0,0.0,1.0,1.0,25.0
5.0,80.0,1.0,1.0,0.0,21.6
5.0,90.0,0.0,1.0,0.0,22.3
5.0,90.0,0.0,1.0,0.0,22.4
5.0,90.0,0.0,1.0,0.0,22.4
5.0,80.0,0.0,2.0,0.0,22.2
5.0,90.0,0.0,2.0,0.0,22.1
5.0,80.0,1.0,1.0,0.0,21.8
5.0,80.0,0.0,1.0,0.0,22.3
5.0,80.0,0.0,1.0,0.0,22.2
5.0,90.0,0.0,2.0,-1.0,22.2
5.0,70.0,1.0,1.0,0.0,22.4
5.0,70.0,0.0,1.0,0.0,22.4
5.0,80.0,1.0,1.0,0.0,21.7
5.0,90.0,0.0,1.0,0.0,22.3
5.0,35.0,0.0,1.0,1.0,21.9
5.0,90.0,0.0,1.0,0.0,22.2
5.0,80.0,0.0,1.0,0.0,23.0
5.0,70.0,0.0,1.0,0.0,22.3
5.0,80.0,0.0,1.0,0.0,22.2
5.0,90.0,0.0,1.0,0.0,24.0
5.0,90.0,0.0,1.0,0.0,25.0
5.0,35.0,1.0,0.0,1.0,24.5
5.0,80.0,1.0,1.0,0.0,22.2
5.0,80.0,0.0,1.0,0.0,21.9
5.0,80.0,1.0,1.0,0.0,21.8
5.0,90.0,1.0,1.0,0.0,22.2
5.0,90.0,0.0,1.0,0.0,21.0
5.0,55.0,0.0,1.0,0.0,22.0
5.0,80.0,0.0,1.0,0.0,24.9
5.0,55.0,0.0,1.0,1.0,21.6
3.0,80.0,0.0,0.0,2.0,27.0
5.0,90.0,0.0,1.0,0.0,24.3
5.0,90.0,1.0,1.0,0.0,24.4
5.0,80.0,1.0,1.0,0.0,24.7
3.0,55.0,0.0,0.0,1.0,24.9
5.0,90.0,1.0,1.0,1.0,25.6
5.0,95.0,1.0,1.0,0.0,22.6
2.0,70.0,1.0,0.0,2.0,27.9
3.0,90.0,0.0,0.0,2.0,28.2
3.0,90.0,1.0,0.0,2.0,29.2
5.0,80.0,0.0,1.0,0.0,23.2
5.0,80.0,1.0,0.0,0.0,28.7
5.0,90.0,0.0,1.0,0.0,29.0
5.0,70.0,0.0,1.0,0.0,28.0
2.0,80.0,1.0,0.0,3.0,29.0
3.0,90.0,0.0,0.0,2.0,27.8
5.0,80.0,0.0,0.0,2.0,28.8
5.0,90.0,0.0,1.0,0.0,29.4
5.0,80.0,0.0,0.0,1.0,30.2
5.0,70.0,1.0,1.0,1.0,27.4
5.0,90.0,0.0,1.0,0.0,26.8
5.0,70.0,0.0,1.0,0.0,27.3
5.0,70.0,1.0,1.0,0.0,21.8
5.0,90.0,1.0,1.0,0.0,21.8
2.0,55.0,1.0,0.0,2.0,27.6
5.0,80.0,1.0,0.0,0.0,27.8
5.0,80.0,1.0,1.0,0.0,21.7
5.0,90.0,0.0,1.0,0.0,22.2
5.0,90.0,1.0,1.0,0.0,22.0
5.0,95.0,1.0,2.0,0.0,21.9
5.0,80.0,1.0,0.0,1.0,22.3
5.0,80.0,1.0,1.0,0.0,22.3
5.0,80.0,0.0,1.0,0.0,22.3
5.0,80.0,0.0,0.0,1.0,22.3
5.0,90.0,0.0,1.0,0.0,21.6
5.0,90.0,1.0,1.0,0.0,21.8
5.0,90.0,0.0,1.0,0.0,21.7
5.0,55.0,0.0,1.0,0.0,22.1
5.0,70.0,0.0,1.0,0.0,22.1
5.0,70.0,0.0,1.0,0.0,21.8
5.0,70.0,0.0,1.0,0.0,21.5
5.0,70.0,1.0,1.0,0.0,21.9
5.0,80.0,0.0,1.0,0.0,21.9
5.0,90.0,1.0,1.0,0.0,21.2
5.0,90.0,0.0,1.0,0.0,21.4
5.0,90.0,0.0,1.0,0.0,22.1
5.0,80.0,1.0,1.0,0.0,21.7
5.0,80.0,0.0,1.0,0.0,20.8
5.0,90.0,1.0,1.0,0.0,22.3
5.0,90.0,1.0,1.0,0.0,21.1
5.0,70.0,0.0,1.0,0.0,21.7
5.0,90.0,1.0,1.0,-1.0,21.8
5.0,80.0,0.0,1.0,0.0,21.9
5.0,90.0,1.0,1.0,0.0,22.6
5.0,55.0,0.0,1.0,0.0,20.4
5.0,35.0,0.0,1.0,0.0,20.5
5.0,80.0,0.0,1.0,0.0,21.3
5.0,95.0,1.0,1.0,0.0,20.1
5.0,55.0,1.0,1.0,0.0,21.4
5.0,80.0,1.0,2.0,0.0,21.0
5.0,70.0,0.0,1.0,0.0,22.1
5.0,55.0,0.0,1.0,0.0,22.9
5.0,55.0,1.0,1.0,0.0,22.7
5.0,90.0,0.0,1.0,0.0,21.5
5.0,90.0,0.0,1.0,0.0,21.8
5.0,80.0,0.0,1.0,0.0,21.9
5.0,55.0,0.0,1.0,0.0,22.4
3.0,55.0,0.0,0.0,2.0,23.6
5.0,70.0,1.0,1.0,0.0,23.2
5.0,55.0,1.0,1.0,0.0,21.7
5.0,55.0,0.0,2.0,-1.0,17.1
5.0,55.0,1.0,1.0,0.0,20.3
5.0,55.0,0.0,1.0,-1.0,20.4
5.0,80.0,0.0,2.0,-1.0,21.4
5.0,90.0,0.0,1.0,0.0,21.4
5.0,90.0,0.0,1.0,0.0,21.3
5.0,90.0,0.0,1.0,0.0,21.3
5.0,80.0,0.0,1.0,0.0,21.4
5.0,80.0,1.0,2.0,-2.0,21.6
5.0,90.0,1.0,1.0,0.0,20.7
5.0,55.0,0.0,1.0,0.0,20.4
5.0,90.0,1.0,1.0,0.0,20.2
5.0,80.0,1.0,1.0,0.0,21.3
5.0,55.0,0.0,1.0,0.0,20.3
3.0,25.0,0.0,2.0,-1.0,19.2
2.0,80.0,1.0,2.0,-3.0,20.5
5.0,55.0,0.0,0.0,0.0,20.5
3.0,25.0,0.0,2.0,-2.0,20.6
5.0,35.0,0.0,1.0,0.0,20.6
5.0,25.0,0.0,1.0,0.0,21.0
5.0,80.0,1.0,1.0,0.0,21.4
5.0,35.0,0.0,1.0,0.0,21.0
3.0,55.0,0.0,0.0,1.0,21.4
5.0,55.0,0.0,1.0,0.0,22.2
3.0,35.0,1.0,2.0,-1.0,18.2
5.0,80.0,1.0,1.0,1.0,21.1
5.0,90.0,0.0,1.0,0.0,21.4
5.0,80.0,1.0,1.0,0.0,21.7
5.0,90.0,1.0,1.0,0.0,22.1
5.0,35.0,0.0,0.0,0.0,22.3
5.0,90.0,0.0,1.0,0.0,21.5
5.0,55.0,0.0,0.0,1.0,21.4
5.0,90.0,1.0,1.0,0.0,21.4
5.0,90.0,0.0,1.0,0.0,21.2
5.0,70.0,1.0,0.0,1.0,22.2
5.0,95.0,0.0,1.0,0.0,22.2
5.0,95.0,0.0,2.0,0.0,20.1
5.0,95.0,0.0,1.0,0.0,20.8
5.0,80.0,0.0,1.0,0.0,21.3
5.0,90.0,1.0,1.0,1.0,21.0
5.0,55.0,0.0,2.0,-1.0,21.0
5.0,80.0,1.0,2.0,0.0,20.4
5.0,35.0,0.0,1.0,0.0,20.8
5.0,90.0,1.0,1.0,0.0,21.8
5.0,90.0,1.0,2.0,0.0,19.4
3.0,90.0,1.0,2.0,-1.0,19.2
3.0,55.0,0.0,2.0,-2.0,20.6
5.0,80.0,0.0,1.0,0.0,20.1
5.0,90.0,0.0,1.0,0.0,20.4
2.0,90.0,0.0,2.0,-1.0,21.7
5.0,70.0,0.0,1.0,0.0,20.6
5.0,55.0,0.0,1.0,1.0,21.3
3.0,35.0,0.0,2.0,-1.0,21.8
5.0,35.0,1.0,2.0,0.0,22.0
5.0,35.0,0.0,1.0,0.0,21.5
5.0,35.0,0.0,1.0,0.0,22.3
5.0,80.0,1.0,1.0,0.0,24.1
3.0,80.0,1.0,2.0,-1.0,21.3
5.0,35.0,0.0,1.0,0.0,21.1
5.0,55.0,0.0,1.0,0.0,21.8
3.0,25.0,0.0,2.0,-1.0,22.1
5.0,55.0,1.0,1.0,1.0,22.9
5.0,90.0,0.0,1.0,0.0,21.0
5.0,55.0,0.0,1.0,0.0,16.3
5.0,70.0,0.0,1.0,0.0,22.2
5.0,90.0,1.0,1.0,0.0,22.2
5.0,35.0,0.0,0.0,1.0,22.9
5.0,95.0,1.0,1.0,0.0,21.7
5.0,90.0,0.0,1.0,0.0,20.5
5.0,55.0,1.0,1.0,1.0,20.9
5.0,90.0,0.0,1.0,0.0,20.9
5.0,70.0,0.0,1.0,0.0,21.4
5.0,55.0,0.0,1.0,0.0,21.2
5.0,90.0,0.0,1.0,0.0,21.3
5.0,90.0,0.0,1.0,0.0,21.5
5.0,55.0,0.0,1.0,0.0,20.4
5.0,80.0,0.0,1.0,0.0,20.3
5.0,70.0,0.0,1.0,0.0,21.0
5.0,55.0,1.0,1.0,0.0,21.9
5.0,55.0,0.0,1.0,0.0,21.8
5.0,25.0,1.0,1.0,0.0,19.0
5.0,35.0,0.0,1.0,0.0,19.0
5.0,55.0,0.0,1.0,0.0,19.0
5.0,55.0,0.0,1.0,0.0,21.1
5.0,55.0,0.0,1.0,0.0,21.5
5.0,55.0,0.0,1.0,0.0,21.5
5.0,90.0,1.0,2.0,0.0,20.7
5.0,90.0,0.0,1.0,0.0,21.9
5.0,80.0,0.0,1.0,0.0,21.0
5.0,70.0,0.0,1.0,0.0,20.7
5.0,90.0,0.0,1.0,0.0,21.1
5.0,35.0,1.0,0.0,0.0,20.2
5.0,70.0,0.0,1.0,0.0,21.2
5.0,90.0,1.0,1.0,0.0,22.7
5.0,55.0,0.0,1.0,1.0,19.5
5.0,55.0,1.0,1.0,0.0,19.3
5.0,55.0,0.0,1.0,0.0,19.3
5.0,80.0,0.0,1.0,0.0,21.3
5.0,80.0,0.0,1.0,0.0,21.3
5.0,90.0,0.0,1.0,0.0,24.6
5.0,90.0,0.0,1.0,0.0,22.5
5.0,80.0,1.0,1.0,0.0,20.3
5.0,80.0,0.0,1.0,0.0,22.4
5.0,90.0,0.0,1.0,0.0,22.4
5.0,90.0,1.0,1.0,0.0,22.9
5.0,90.0,1.0,1.0,0.0,21.8
5.0,95.0,1.0,1.0,0.0,22.2
3.0,55.0,0.0,0.0,0.0,22.7
5.0,80.0,1.0,1.0,0.0,16.4
5.0,55.0,0.0,1.0,0.0,16.8
5.0,80.0,1.0,1.0,0.0,19.5
5.0,70.0,0.0,1.0,0.0,16.4
5.0,55.0,0.0,1.0,0.0,18.7
5.0,70.0,0.0,1.0,0.0,20.5
5.0,70.0,1.0,1.0,0.0,19.7
5.0,70.0,1.0,1.0,0.0,19.8
5.0,70.0,1.0,1.0,0.0,20.4
5.0,80.0,0.0,1.0,0.0,20.3
5.0,90.0,0.0,2.0,0.0,20.2
5.0,90.0,0.0,1.0,0.0,19.7
5.0,70.0,1.0,1.0,0.0,18.2
5.0,70.0,0.0,2.0,0.0,19.3
5.0,55.0,0.0,1.0,0.0,20.4
5.0,80.0,0.0,1.0,0.0,24.3
5.0,80.0,0.0,1.0,0.0,20.9
5.0,70.0,1.0,1.0,0.0,22.8
5.0,90.0,0.0,1.0,0.0,19.8
5.0,80.0,1.0,1.0,0.0,21.8
5.0,90.0,0.0,1.0,0.0,21.9
5.0,90.0,1.0,1.0,0.0,22.1
5.0,80.0,0.0,1.0,0.0,20.4
5.0,80.0,0.0,1.0,0.0,20.7
5.0,70.0,0.0,1.0,0.0,20.3
3.0,80.0,0.0,2.0,-1.0,20.8
3.0,80.0,1.0,1.0,1.0,21.4
5.0,90.0,0.0,1.0,0.0,21.3
5.0,80.0,0.0,1.0,0.0,18.8
3.0,55.0,0.0,0.0,1.0,19.7
5.0,55.0,1.0,0.0,1.0,19.7
5.0,80.0,0.0,1.0,0.0,19.6
5.0,90.0,0.0,1.0,0.0,21.3
5.0,80.0,1.0,1.0,0.0,20.7
5.0,95.0,0.0,2.0,-1.0,16.9
5.0,70.0,0.0,1.0,0.0,21.3
5.0,80.0,1.0,1.0,0.0,21.5
5.0,90.0,0.0,1.0,0.0,20.7
5.0,90.0,0.0,1.0,0.0,22.0
5.0,90.0,0.0,2.0,-1.0,21.3
3.0,90.0,0.0,2.0,-2.0,22.5
2.0,90.0,1.0,0.0,1.0,22.3
5.0,90.0,0.0,1.0,0.0,21.0
5.0,90.0,0.0,1.0,0.0,22.3
5.0,80.0,1.0,1.0,0.0,22.6
5.0,90.0,1.0,1.0,0.0,21.5
5.0,80.0,1.0,1.0,0.0,21.3
5.0,90.0,0.0,0.0,1.0,24.1
3.0,70.0,0.0,0.0,2.0,24.1
5.0,80.0,0.0,2.0,-1.0,22.1
5.0,80.0,0.0,1.0,0.0,22.7
5.0,80.0,0.0,1.0,0.0,21.8
5.0,25.0,1.0,1.0,0.0,22.4
5.0,55.0,0.0,0.0,1.0,22.4
3.0,25.0,0.0,0.0,1.0,22.4
5.0,90.0,0.0,1.0,-1.0,21.0
5.0,80.0,0.0,1.0,0.0,21.0
5.0,90.0,1.0,1.0,0.0,21.6
5.0,90.0,0.0,1.0,0.0,21.5
3.0,80.0,0.0,2.0,-1.0,20.5
5.0,90.0,1.0,1.0,0.0,21.5
3.0,95.0,0.0,0.0,1.0,21.7
5.0,90.0,1.0,0.0,1.0,21.9
5.0,90.0,1.0,1.0,0.0,21.1
5.0,90.0,0.0,1.0,0.0,20.2
5.0,35.0,1.0,1.0,1.0,20.0
5.0,90.0,0.0,1.0,0.0,22.8
5.0,80.0,0.0,1.0,0.0,21.6
5.0,90.0,1.0,1.0,0.0,20.0
5.0,90.0,0.0,1.0,0.0,20.8
5.0,70.0,0.0,1.0,0.0,22.1
5.0,90.0,0.0,1.0,0.0,21.7
5.0,35.0,0.0,1.0,1.0,23.0
5.0,80.0,1.0,1.0,0.0,21.5
5.0,90.0,0.0,1.0,0.0,22.0
5.0,80.0,1.0,1.0,0.0,22.7
5.0,80.0,1.0,1.0,0.0,22.7
5.0,90.0,1.0,1.0,0.0,22.6
5.0,35.0,1.0,1.0,0.0,21.3
5.0,95.0,1.0,1.0,0.0,21.0
5.0,95.0,1.0,1.0,0.0,21.0
5.0,95.0,0.0,1.0,0.0,21.3
